date,cash,positions_value,equity,drawdown
2025-07-09,247.83376799999678,132300.71999999997,132548.55376799998,0.0020430671297832323
2025-07-10,247.83376799999678,132673.83999999997,132921.67376799998,0.0
2025-07-11,247.83376799999678,132207.44,132455.273768,0.003508833336044312
2025-07-14,247.83376799999678,132459.71999999997,132707.55376799998,0.001610873486093156
2025-07-15,247.83376799999678,131893.68,132141.513768,0.005869321216656187
2025-07-16,247.83376799999678,132334.64,132582.47376800003,0.0025518787898502495
2025-07-17,247.83376799999678,133144.47999999998,133392.313768,0.0
2025-07-18,247.83376799999678,133046.96000000002,133294.79376800003,0.0007310766058797825
2025-07-21,247.83376799999678,133299.24,133547.073768,0.0
2025-07-22,247.83376799999678,133318.32,133566.15376800002,0.0
2025-07-23,247.83376799999678,134452.52000000002,134700.35376800003,0.0
2025-07-24,247.83376799999678,134497.03999999998,134744.873768,0.0
2025-07-25,247.83376799999678,135065.2,135313.03376800002,0.0
2025-07-28,247.83376799999678,135031.27999999997,135279.11376799998,0.0002506779949830938
2025-07-29,247.83376799999678,134675.12,134922.953768,0.0028827969423021373
2025-07-30,247.83376799999678,134505.52000000002,134753.35376800003,0.004136186917215886
2025-07-31,247.83376799999678,134000.96000000002,134248.79376800003,0.007865022092584781
2025-08-01,247.83376799999678,131804.64,132052.47376800003,0.024096422267720102
2025-08-04,247.83376799999678,133808.03999999998,134055.873768,0.009290753189049676
2025-08-05,247.83376799999678,133129.64,133377.47376800003,0.014304313088705098
2025-08-06,247.83376799999678,134149.36,134397.193768,0.006768305864535359
2025-08-07,247.83376799999678,134037.0,134284.833768,0.007598676722915728
2025-08-08,247.83376799999678,135082.15999999997,135329.993768,0.0
2025-08-11,247.83376799999678,134815.03999999998,135062.873768,0.0019738418111355763
2025-08-12,247.83376799999678,136250.27999999997,136498.11376799998,0.0
2025-08-13,247.83376799999678,136716.68,136964.513768,0.0
2025-08-14,247.83376799999678,136729.40000000002,136977.23376800003,0.0
2025-08-15,247.83376799999678,136409.27999999997,136657.11376799998,0.002337030696226824
2025-08-18,247.83376799999678,136379.59999999998,136627.433768,0.0025537090389232634
2025-08-19,247.83376799999678,135639.71999999997,135887.55376799998,0.007955190581857239
2025-08-20,247.83376799999678,135279.32,135527.15376800002,0.010586284743171512
2025-08-21,247.83376799999678,134736.59999999998,134984.433768,0.014548403009621845
2025-08-22,247.83376799999678,136805.71999999997,137053.55376799998,0.0
2025-08-25,247.83376799999678,136203.64,136451.47376800003,0.004393027276178044
2025-08-26,247.83376799999678,136773.91999999998,137021.753768,0.00023202608853046172
2025-08-27,247.83376799999678,137085.56,137333.393768,0.0
2025-08-28,247.83376799999678,137571.03999999998,137818.873768,0.0
2025-08-29,247.83376799999678,136750.59999999998,136998.433768,0.005953030797371813
2025-09-02,247.83376799999678,135737.24,135985.073768,0.0133058698700945
2025-09-03,247.83376799999678,136472.88,136720.71376800002,0.007968139413536225
2025-09-04,247.83376799999678,137613.44,137861.273768,0.0
2025-09-05,247.83376799999678,137214.88,137462.71376800002,0.0028910221783581863
2025-09-08,247.83376799999678,137551.96000000002,137799.79376800003,0.00044595554878916217
2025-09-09,247.83376799999678,137869.96000000002,138117.79376800003,0.0
2025-09-10,247.83376799999678,138268.52000000002,138516.35376800003,0.0
2025-09-11,247.83376799999678,139417.56,139665.393768,0.0
2025-09-12,247.83376799999678,139370.91999999998,139618.753768,0.0003339409909765355
2025-09-15,247.83376799999678,140112.91999999998,140360.753768,0.0
2025-09-16,247.83376799999678,139920.0,140167.833768,0.0013744582785502708
2025-09-17,247.83376799999678,139746.15999999997,139993.993768,0.002612981122958494
2025-09-18,247.83376799999678,140399.12,140646.953768,0.0
2025-09-19,247.83376799999678,140704.40000000002,140952.23376800003,0.0
2025-09-22,247.83376799999678,141370.08000000002,141617.91376800003,0.0
2025-09-23,247.83376799999678,140600.52000000002,140848.35376800003,0.005434058301838135
2025-09-24,247.83376799999678,140153.2,140401.03376800002,0.00859269825139149
2025-09-25,247.83376799999678,139506.59999999998,139754.433768,0.013158504813542249
2025-09-26,247.83376799999678,140305.83999999997,140553.67376799998,0.0075148685055726645
2025-09-29,247.83376799999678,140700.15999999997,140947.993768,0.004730474995539843
2025-09-30,247.83376799999678,141230.15999999997,141477.993768,0.0009880106003345053
2025-10-01,247.83376799999678,141711.40000000002,141959.23376800003,0.0
2025-10-02,247.83376799999678,141874.64,142122.47376800003,0.0
2025-10-03,247.83376799999678,141872.52000000002,142120.35376800003,1.4916711930134429e-05
2025-10-06,247.83376799999678,142381.32,142629.15376800002,0.0
2025-10-07,247.83376799999678,141853.44,142101.273768,0.003701066619652333
2025-10-08,247.83376799999678,142699.32,142947.15376800002,0.0
2025-10-09,247.83376799999678,142285.91999999998,142533.753768,0.0028919778330876184
2025-10-10,247.83376799999678,138440.24,138688.073768,0.029794787008578055
2025-10-13,247.83376799999678,140564.47999999998,140812.313768,0.014934470143174885
2025-10-14,247.83376799999678,140392.76,140640.59376800002,0.016135753243072558
2025-10-15,247.83376799999678,141016.03999999998,141263.873768,0.011775540510110143
2025-10-16,247.83376799999678,140055.68,140303.513768,0.01849382747620552
2025-10-17,247.83376799999678,140850.68,141098.513768,0.012932331643345027
2025-10-20,247.83376799999678,142315.59999999998,142563.433768,0.0026843486553275423
2025-10-21,247.83376799999678,142313.47999999998,142561.313768,0.002699179310881804
2025-10-22,247.83376799999678,141573.59999999998,141821.433768,0.007875078099330668
2025-10-23,247.83376799999678,142413.12,142660.953768,0.002002138499829858
2025-10-24,247.83376799999678,143577.0,143824.833768,0.0
2025-10-27,247.83376799999678,145270.88,145518.71376800002,0.0
2025-10-28,247.83376799999678,145656.71999999997,145904.55376799998,0.0
2025-10-29,247.83376799999678,145726.68,145974.513768,0.0
2025-10-30,247.83376799999678,144123.96000000002,144371.79376800003,0.010979450855011612
2025-10-31,247.83376799999678,144596.71999999997,144844.55376799998,0.007740803314446296
2025-11-03,247.83376799999678,144868.08000000002,145115.91376800003,0.005881848672327592
2025-11-04,247.83376799999678,143150.88,143398.71376800002,0.017645546016983177
2025-11-05,247.83376799999678,143646.96000000002,143894.79376800003,0.014247144561860364
2025-11-06,247.83376799999678,142105.71999999997,142353.55376799998,0.02480542600576755
2025-11-07,247.83376799999678,142245.64,142493.47376800003,0.023846902518424966
2025-11-10,247.83376799999678,144465.27999999997,144713.11376799998,0.008641234469222412
2025-11-11,247.83376799999678,144796.0,145043.833768,0.006375633499140405
2025-11-12,247.83376799999678,144876.56,145124.393768,0.00582375633976152
2025-11-13,247.83376799999678,142472.47999999998,142720.313768,0.022292932622279337
2025-11-14,247.83376799999678,142449.15999999997,142696.993768,0.022452686536836436
2025-11-17,247.83376799999678,141122.03999999998,141369.873768,0.03154413658344671
2025-11-18,247.83376799999678,139936.96000000002,140184.79376800003,0.03966254005957287
2025-11-19,247.83376799999678,140477.56,140725.393768,0.03595915385847778
2025-11-20,247.83376799999678,138336.36,138584.193768,0.05062746783144337
2025-11-21,247.83376799999678,139714.36,139962.193768,0.041187463789435864
2025-11-24,247.83376799999678,141770.76,142018.59376800002,0.027100073142132197
2025-11-25,247.83376799999678,143104.24,143352.073768,0.01796505384609737
2025-11-26,247.83376799999678,144092.15999999997,144339.993768,0.011197297102135182
2025-11-28,247.83376799999678,144878.68,145126.513768,0.005809233256620002
2025-12-01,247.83376799999678,144217.24,144465.073768,0.01034043519678362
2025-12-02,247.83376799999678,144484.36,144732.193768,0.00851052672094835
2025-12-03,247.83376799999678,144984.68,145232.513768,0.005083079099542502
2025-12-04,247.83376799999678,145090.68,145338.513768,0.004356924942465002
2025-12-05,247.83376799999678,145366.27999999997,145614.11376799998,0.0024689241340636603
2025-12-08,247.83376799999678,144929.56,145177.393768,0.00546067926122277
2025-12-09,247.83376799999678,144804.47999999998,145052.313768,0.006317541166574332
2025-12-10,247.83376799999678,145764.83999999997,146012.67376799998,0.0
2025-12-11,247.83376799999678,146104.03999999998,146351.873768,0.0
2025-12-12,247.83376799999678,144533.12,144780.953768,0.010733856421204682
2025-12-15,247.83376799999678,144314.76,144562.59376800002,0.012225876949388249
2025-12-16,247.83376799999678,143920.44,144168.273768,0.014920205281836463
2025-12-17,247.83376799999678,142336.8,142584.633768,0.025740975520217098
2025-12-18,247.83376799999678,143411.64,143659.47376800003,0.018396757968866275
2025-12-19,247.83376799999678,144285.08000000002,144532.91376800003,0.01242867585613161
2025-12-22,247.83376799999678,145183.96000000002,145431.79376800003,0.006286766109045436
2025-12-23,247.83376799999678,145847.52000000002,146095.35376800003,0.0017527619797106336
2025-12-24,247.83376799999678,146360.56,146608.393768,0.0
2025-12-26,247.83376799999678,146345.71999999997,146593.55376799998,0.0001012220352370078
2025-12-29,247.83376799999678,145824.2,146072.03376800002,0.0036584535592740154
2025-12-30,247.83376799999678,145646.12,145893.953768,0.004873117982116124
2025-12-31,247.83376799999678,144567.03999999998,144814.873768,0.012233405972908814
